,Year,Total Revenue,Var Total Revenue (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Toll/AADT/mi Lights,Var Toll/AADT/mi Lights (%),Capture,Var Capture (%),GP Traffic,Var GP Traffic (%),Corridor PCE,Var Corridor PCE (%)
0,2024.9999999999995,41140728.573745,,32666569.144114,,17732.157762,,0.397281,,0.397281,,0.09722,,164660.626103,,223247.88255,
1,2026.0,43402020.591733,0.05496480243257307,33825367.02317,0.03547351036295776,18371.48019,0.03605440672144633,0.404532,0.01825156501317715,0.404532,0.01825156501317715,0.099909,0.027658917918123915,165478.709763,0.004968301647828577,225145.485889,0.008499983593685423
2,2026.9999999999995,45787604.078733,0.054964802432594384,35025271.530797,0.035473510362949545,19033.85301,0.03605440678430161,0.411916,0.01825319134209402,0.411916,0.01825319134209402,0.102673,0.02766517530953161,166300.85791,0.004968301651478324,227059.218826,0.008499983597021865
3,2027.999999999999,48304310.690783,0.05496480243260726,36267740.863409,0.03547351036292534,19720.107288,0.036054406726764965,0.419434,0.018251293953136072,0.419434,0.018251293953136072,0.105514,0.02767037098360814,167127.090737,0.004968301651499196,228989.218461,0.008499983594495664
4,2029.0,50959347.584544,0.05496480243258306,37554284.944768,0.03547351036295199,20431.104058,0.0360544067847266,0.42709,0.018253169747803222,0.42709,0.018253169747803222,0.108433,0.02766457531701949,167957.428538,0.004968301651984586,230935.623061,0.008499983593469818
5,2030.0,53760318.056622,0.05496480243258706,38886467.26093,0.035473510362965976,21167.735394,0.036054406747126455,0.434885,0.018251422416820873,0.434885,0.018251422416820873,0.111433,0.027666854186456202,168791.891707,0.00496830164800488,232898.572068,0.008499983592750171
6,2031.0000000000007,55313099.649372,0.028883415293684767,39407470.761553,0.013398067176610295,21468.400791,0.014203947252913185,0.44118,0.01447509111604206,0.44118,0.01447509111604206,0.112222,0.007080487826765847,169829.562444,0.006147633790379414,234586.139326,0.007245932179898773
7,2032.0000000000005,56910730.877725,0.028883415293670778,39935454.702078,0.013398067176646045,21773.336824,0.0142039472790092,0.447565,0.014472550886259539,0.447565,0.014472550886259539,0.113016,0.007075261535171462,170873.612401,0.0061476337922277136,236285.934581,0.007245932176060288
8,2033.0000000000007,58554507.152333,0.028883415293676773,40470512.606905,0.013398067176612294,22082.604152,0.014203947263567995,0.454043,0.014473875303028683,0.454043,0.014473875303028683,0.113816,0.007078643731860845,171924.080795,0.006147633793419205,237998.046438,0.007245932179738235
9,2034.0000000000002,60245761.29973,0.02888341529366989,41012739.253485,0.013398067176630946,22396.264296,0.014203947226558933,0.460615,0.014474400001762033,0.460615,0.014474400001762033,0.114622,0.007081605398186586,172981.007083,0.006147633787615181,239722.564141,0.007245932178057801
