,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT MediumA,AADT MediumB,AADT HeavyA,AADT HeavyB,GrowthFactor,GrowthFactor_medium,GrowthFactor_heavy,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,Min Speed,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Max VC,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,VOT Lights,VOT MediumA,VOT MediumB,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TotalVeh_hours,Difference in Travel Time,Implied Min VOT
0,2025,1NB,1,NB,Night,8,OP,NT,3.0,65,9800.0,1,6,70,3600,1,6,0.2,0.052631578947368425,1830.0,226.0,0.0,0.0,0.0,1.0,1.0,1.0,1.2059999999999997,1.2059999999999997,0.15789473684210525,0.15789473684210525,30,4.009,0.708,1830.0,226.0,0.0,0.0,0.0,2056.0,2508.0,1.0,1.2,0.1871641791044776,2508.0,0.0,1.0,0.0,1738.5,214.7,0.0,0.0,0.0,1953.1999999999998,0.2000000311015779,1.0000001555078895,1.0000001555078895,0.07360613145765538,0.07358646006572533,0.07355441911031901,153.77219047057795,768.8609523528897,768.8609523528897,64.98818148824066,69.99999906484081,0.0,2.5714286057813585,2.7697343713575098,-0.19830576557615132,0.000689934913634455,127.96425953913388,1702.0357404608662,15.799012976111229,210.20098702388879,0.0,0.0,143.7632725152451,1912.236727484755,15297.89381987804,175.36129846746758,0.048711471796518774,1402.8903877397406,4208.671163219222,2332.6387015325327,18661.10961226026,55983.32883678078,2508.0,20064.0,60192.00000000001,0.2559183673469388,0.6000000933047337,3.0000004665236686,3.0000004665236686,0.2879168691454922,124.17561396209868,76.77856766315149,47.39704629894718,0.0,993.4049116967894,614.2285413052119,379.17637039157745,0.0,1023.714076313071,126.39210380888983,0.0,1150.1061801219607,3071.142228939213,379.1763114266695,0.0,16448.0,-0.07159739490793016,60.51262216824734
1,2025,1NB,1,NB,AM-Early,1,OP,AM,3.0,65,15215.433337999999,1,6,70,3600,1,6,0.2,0.0,3467.0,429.0,0.0,0.0,0.0,1.0,1.0,1.0,4.02,2.01,0.2517530168011886,0.2517530168011886,30,3.82,0.715,3467.0,429.0,0.0,0.0,0.0,3896.0,4754.0,1.0,1.2,0.25266492217315734,4754.0,0.0,1.0,0.0,3293.6499999999996,407.54999999999995,0.0,0.0,0.0,3701.2,1.1579199294684934,5.789599647342467,5.789599647342467,0.0468384846560393,0.02870849863018662,0.018021168413508922,874.4987390274317,4372.493695137159,4372.493695137159,64.95264951988408,69.99999851696846,0.0,2.571428625907282,2.7712495384025293,-0.19982091249524725,0.002765713765310657,154.26957498736382,3312.7304250126363,11.700148616732555,417.2998513832674,0.0,0.0,165.96972360409637,3730.0302763959035,3730.0302763959035,189.3700208375615,0.052602783565989304,189.3700208375615,568.1100625126845,4564.629979162439,4564.629979162439,13693.889937487316,4754.0,4754.0,14262.0,0.31244591556436685,3.4737597884054803,17.3687989420274,17.3687989420274,1.484433343285457,739.1129750813761,535.8954461655084,203.21752891586775,0.0,739.1129750813761,535.8954461655084,203.21752891586775,0.0,154.26957498736382,11.700148616732555,0.0,165.96972360409637,462.80872496209145,35.100445850197666,0.0,3896.0,-0.07210498720026233,347.6873111054483
2,2025,1NB,1,NB,AM-Peak,2,Peak,AM,3.0,65,18200.0,1,6,70,3600,1,6,0.2,0.0,4855.0,600.0,0.0,0.0,0.0,1.0,1.0,1.0,4.02,2.01,0.2172863351038146,0.2172863351038146,30,3.82,0.715,4855.0,600.0,0.0,0.0,0.0,5455.0,6655.0,1.0,1.2,0.30527522935779816,6655.0,0.0,1.0,0.0,4612.25,570.0,0.0,0.0,0.0,5182.25,1.546963962264121,7.734819811320604,7.734819811320604,0.07164448598145276,0.07173152086935017,0.07136239323892914,130.05913454364287,650.2956727182144,650.2956727182144,64.8983861774815,69.99972173154502,1.6117617503240538,2.5714387935757164,2.773566657077469,-0.2021278635017527,0.005940166349978684,330.44228046795547,4524.557719532045,40.886966895529596,559.1130331044704,0.0,0.0,371.3292473634851,5083.670752636515,10167.34150527303,453.10318115454425,0.12586199476515117,906.2063623090885,2718.6190869272655,6201.896818845456,12403.793637690913,37211.38091307274,6655.000000000001,13310.000000000002,39930.00000000001,0.3656593406593407,4.640891886792363,23.204459433961812,23.204459433961812,2.228307161193516,2482.306863181957,1533.546898476901,948.7599647050561,0.0,4964.613726363914,3067.093796953802,1897.5199294101121,0.0,660.8845609359109,81.77393379105919,0.0,742.6584947269702,1982.6536828077328,245.32180137317758,0.0,10910.0,-0.07287651190425565,459.20357603266507
3,2025,1NB,1,NB,AM-Shoulder,1,OP,AM,3.0,65,18200.0,1,6,70,3600,1,6,0.2,0.0,4132.0,511.0,0.0,0.0,0.0,1.0,1.0,1.0,4.02,2.01,0.2172863351038146,0.2172863351038146,30,3.82,0.715,4132.0,511.0,0.0,0.0,0.0,4643.0,5665.0,1.0,1.2,0.2598623853211009,5665.0,0.0,1.0,0.0,3925.3999999999996,485.45,0.0,0.0,0.0,4410.849999999999,1.1281832484174488,5.640916242087243,5.640916242087243,0.04572729805921031,0.017511011952040967,0.013722827855409823,852.0407728788795,4260.203864394396,4260.203864394396,64.95264952359959,69.99999761324723,0.0,2.571428659105207,2.771249538244004,-0.1998208791387972,0.0027657135481317413,179.49793580162412,3952.502064198376,8.500720752118287,502.4992792478817,0.0,0.0,187.99865655374242,4455.001343446258,4455.001343446258,205.000098057979,0.05694447168277194,205.000098057979,615.0002941739369,5459.999901942021,5459.999901942021,16379.999705826063,5665.0,5665.0,16995.0,0.31126373626373627,3.3845497452523463,16.92274872626173,16.92274872626173,1.3322351481026546,751.3752541709254,607.5196928907089,143.8555612802164,0.0,751.3752541709254,607.5196928907089,143.8555612802164,0.0,179.49793580162412,8.500720752118287,0.0,187.99865655374242,538.4938074048723,25.50216225635486,0.0,4643.0,-0.07210497516777693,338.75836797829425
4,2025,1NB,1,NB,MD,5,OP,MD,3.0,65,18200.0,1,6,70,3600,1,6,0.2,0.0,5636.0,697.0,0.0,0.0,0.0,1.0,1.0,1.0,4.02,2.01,0.2172863351038146,0.2172863351038146,30,3.823,0.708,5636.0,697.0,0.0,0.0,0.0,6333.0,7727.0,1.0,1.2,0.35444954128440365,7727.0,0.0,1.0,0.0,5354.2,662.15,0.0,0.0,0.0,6016.349999999999,2.009981527223037,10.049907636115185,10.049907636115185,0.21728632712320106,0.2172860985813042,0.21728626743115442,-956.4759272275727,-4782.379636137863,-4782.379636137863,64.90505905068946,69.4744538079677,-0.5094717088626568,2.5908803903307063,2.773281507369462,-0.1824011170387556,0.005549511250008944,1163.394452683043,4472.605547316957,143.87599017561058,553.1240098243894,0.0,0.0,1307.2704428586535,5025.729557141347,25128.647785706737,1595.022423209875,0.4430617842249652,7975.112116049375,23925.336348148125,6131.977576790126,30659.88788395063,91979.66365185188,7727.0,38635.0,115905.0,0.42456043956043954,6.0299445816691115,30.149722908345552,30.149722908345552,2.8948422966030067,11353.025313258524,7015.204076300017,4337.821236958506,0.0,56765.126566292616,35076.020381500086,21689.10618479253,0.0,5816.972263415215,719.3799508780529,0.0,6536.352214293268,17450.916790245647,2158.1398526341586,0.0,31665.0,-0.0657708626239564,661.1740848481647
5,2025,1NB,1,NB,PM-Shoulder,1,OP,PM,3.0,65,13349.492464,1,6,70,3600,1,6,0.2,0.0,7121.0,880.0,0.0,0.0,0.0,1.0,1.0,1.0,4.02,2.01,0.27946807937311446,0.27946807937311446,30,4.005,0.592,7121.0,880.0,0.0,0.0,0.0,8001.0,9761.0,1.0,1.2,0.5758874503606493,9761.0,0.0,1.0,0.0,6764.95,836.0,0.0,0.0,0.0,7600.95,1.105018782641984,5.52509391320992,5.52509391320992,0.26683033227152714,0.2668163110757032,0.2667936386385054,-292.18440302458316,-1460.922015122916,-1460.922015122916,63.32511939045317,63.325130968644636,-0.6789777789242607,2.8424733947905576,2.8424739145006117,-5.197100541032285e-07,0.10034310901968409,1805.0938563002674,5315.906143699733,223.05843605928786,656.9415639407122,0.0,0.0,2028.1522923595553,5972.847707640445,5972.847707640445,2474.2691644781307,0.6872969901328141,2474.2691644781307,7422.807493434392,7286.730835521869,7286.730835521869,21860.192506565607,9761.0,9761.0,29283.0,0.7311888467912018,3.315056347925952,16.57528173962976,16.57528173962976,1.591143542406448,9681.244269014223,5983.987846930338,3697.2564220838863,0.0,9681.244269014223,5983.987846930338,3697.2564220838863,0.0,1805.0938563002674,223.05843605928786,0.0,2028.1522923595553,5415.281568900802,669.1753081778636,0.0,8001.0,-1.828372290250323e-07,127573300.60301246
6,2025,1NB,1,NB,PM-Peak,3,Peak,PM,3.0,65,9800.0,1,6,70,3600,1,6,0.2,0.0,6508.0,804.0,0.0,0.0,0.0,1.0,1.0,1.0,4.02,2.01,0.3534956794972506,0.3534956794972506,30,4.005,0.592,6508.0,804.0,0.0,0.0,0.0,7312.0,8920.0,1.0,1.2,0.6656716417910448,8920.0,0.0,1.0,0.0,6182.599999999999,763.8,0.0,0.0,0.0,6946.4,4.019990571534359,20.099952857671795,20.099952857671795,0.3534956718127143,0.35349567190949727,0.35349567176424945,-301.2123349653811,-1506.0616748269056,-1506.0616748269056,61.97476684156457,52.55610302690799,-1.70663246819309,3.424911468566125,2.904407861027716,0.5205036075384086,0.1851926157618173,2185.522340549287,4322.477659450713,269.999994204474,534.000005795526,0.0,0.0,2455.5223347537612,4856.477665246239,14569.432995738716,2995.5223231627087,0.8320895342118635,8986.566969488125,26959.700908464376,5924.477676837291,17773.433030511875,53320.29909153562,8920.0,26760.0,80280.0,0.9102040816326531,12.059971714603078,60.299858573015385,60.299858573015385,5.788082705178356,42638.29907390227,26357.33760865752,16280.961465244754,0.0,127914.89722170681,79072.01282597256,48842.88439573426,0.0,6556.567021647861,809.9999826134219,0.0,7366.567004261283,19669.701064943583,2429.999947840266,0.0,21936.0,0.17921160954103393,-463.3962777563711
7,2025,1NB,1,NB,PM-Late,3,OP,PM,3.0,65,9800.0,1,6,70,3600,1,6,0.2,0.0,5882.0,727.0,0.0,0.0,0.0,1.0,1.0,1.0,4.02,2.01,0.3534956794972506,0.3534956794972506,30,4.005,0.592,5882.0,727.0,0.0,0.0,0.0,6609.0,8063.0,1.0,1.2,0.6017164179104477,8063.0,0.0,1.0,0.0,5587.9,690.65,0.0,0.0,0.0,6278.549999999999,1.1050147739292635,5.5250738696463175,5.5250738696463175,0.32671695257425665,0.32670823676325855,0.32669413687012516,-347.3529253403792,-1736.7646267018958,-1736.7646267018958,62.90131805000134,62.901320582229445,-0.613311046537104,2.861625134955476,2.8616252501563624,-1.1520088616379098e-07,0.126580438868062,1825.6616592896885,4056.3383407103115,225.6410437205445,501.35895627945547,0.0,0.0,2051.302703010233,4557.697296989767,13673.091890969301,2502.584790451322,0.6951624417920339,7507.754371353966,22523.263114061898,5560.415209548678,16681.245628646033,50043.736885938095,8063.0,24189.0,72567.0,0.8227551020408164,3.3150443217877905,16.575221608938953,16.575221608938953,1.5912164184747037,9792.199620874266,6052.149317133958,3740.050303740308,0.0,29376.5988626228,18156.447951401875,11220.150911220924,0.0,5476.984977869066,676.9231311616335,0.0,6153.908109030699,16430.954933607198,2030.7693934849003,0.0,19827.0,-4.025715322350342e-08,575524100.9300064
8,2025,1SB,1,SB,Night,8,OP,NT,3.0,65,9800.0,1,6,70,3600,1,6,0.2,0.052631578947368425,1785.0,221.0,0.0,0.0,0.0,1.0,1.0,1.0,1.2059999999999997,1.2059999999999997,0.15789473684210525,0.15789473684210525,30,4.009,0.708,1785.0,221.0,0.0,0.0,0.0,2006.0,2448.0,1.0,1.2,0.1826865671641791,2448.0,0.0,1.0,0.0,1695.75,209.95,0.0,0.0,0.0,1905.6999999999998,0.2000000288498431,1.0000001442492155,1.0000001442492155,0.07344622603594278,0.07342708099897116,0.0733957273229094,153.89622062020007,769.4811031010003,769.4811031010003,64.98976938118395,69.9999992017736,0.0,2.571428600751174,2.7696666985267715,-0.1982380977755973,0.0005972231355226576,124.54643780044997,1660.45356219955,15.416015655733995,205.583984344266,0.0,0.0,139.96245345618397,1866.037546543816,14928.300372350528,170.79448476765197,0.04744291243545888,1366.3558781412157,4099.067634423647,2277.2055152323483,18217.644121858786,54652.93236557636,2448.0,19584.0,58752.00000000001,0.24979591836734694,0.6000000865495293,3.0000004327476466,3.0000004327476466,0.2881151911597592,120.97592709815203,74.72787345970555,46.24805363844648,0.0,967.8074167852162,597.8229876776444,369.9844291075718,0.0,996.3715024035997,123.32812524587196,0.0,1119.6996276494717,2989.1145072107993,369.9843757376159,0.0,16048.0,-0.07157471253889257,60.53327723399776
9,2025,1SB,1,SB,AM-Early,1,OP,AM,3.0,65,18200.0,1,6,70,3600,1,6,0.2,0.0,7354.0,909.0,0.0,0.0,0.0,1.0,1.0,1.0,4.02,2.01,0.2172863351038146,0.2172863351038146,30,3.82,0.715,7354.0,909.0,0.0,0.0,0.0,8263.0,10081.0,1.0,1.2,0.46243119266055044,10081.0,0.0,1.0,0.0,6986.299999999999,863.55,0.0,0.0,0.0,7849.849999999999,1.1050483246296472,5.525241623148236,5.525241623148236,0.2172863351038146,0.2172863351038146,0.2172863351038146,-328.0030691348651,-1640.0153456743255,-1640.0153456743255,64.53449650740787,67.48269843784486,-0.664681318681319,2.6673503604155595,2.7892059246071277,-0.12185556419156818,0.027365962865610542,1518.0275229357796,5835.972477064221,187.63761467889907,721.3623853211009,0.0,0.0,1705.6651376146788,6557.334862385322,6557.334862385322,2080.940366972477,0.5780389908256881,2080.940366972477,6242.821100917431,8000.059633027523,8000.059633027523,24000.17889908257,10081.0,10081.0,30243.0,0.553901098901099,3.3151449738889416,16.57572486944471,16.57572486944471,1.591307033131813,8142.71078896194,5032.481312885629,3110.229476076311,0.0,8142.71078896194,5032.481312885629,3110.229476076311,0.0,1518.0275229357796,187.63761467889907,0.0,1705.6651376146788,4554.082568807339,562.9128440366972,0.0,8263.0,-0.04368826378738317,544.1105616937161
10,2025,1SB,1,SB,AM-Peak,2,Peak,AM,3.0,65,18200.0,1,6,70,3600,1,6,0.2,0.0,7993.0,988.0,0.0,0.0,0.0,1.0,1.0,1.0,4.02,2.01,0.2172863351038146,0.2172863351038146,30,3.82,0.715,7993.0,988.0,0.0,0.0,0.0,8981.0,10957.0,1.0,1.2,0.5026146788990826,10957.0,0.0,1.0,0.0,7593.349999999999,938.5999999999999,0.0,0.0,0.0,8531.949999999999,1.105033321840648,5.52516660920324,5.52516660920324,0.2172863351038146,0.2172863351038146,0.2172863351038146,-167.2136746353431,-836.0683731767155,-836.0683731767155,64.23609660232269,65.94445372420714,-1.1288118131868128,2.729569961301005,2.8021627950769887,-0.07259283377598358,0.045116875409320197,1649.9311926605503,6343.068807339449,203.94495412844034,784.0550458715596,0.0,0.0,1853.8761467889906,7127.123853211009,14254.247706422018,2261.7660550458713,0.6282683486238532,4523.532110091743,13570.596330275228,8695.233944954129,17390.467889908257,52171.40366972477,10957.0,21914.0,65742.0,0.602032967032967,3.315099965521944,16.575499827609722,16.575499827609722,1.5912922782947445,8850.176391900406,5469.686839902571,3380.4895519978354,0.0,17700.352783800812,10939.373679805141,6760.979103995671,0.0,3299.8623853211006,407.8899082568807,0.0,3707.752293577981,9899.587155963301,1223.669724770642,0.0,17962.0,-0.025906001572613524,913.3408335462179
