,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT MediumA,AADT MediumB,AADT HeavyA,AADT HeavyB,GrowthFactor,GrowthFactor_medium,GrowthFactor_heavy,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,Min Speed,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Max VC,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,CaptureRateLights,CaptureRateMediumA,VOT Lights,VOT MediumA,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay,TransactionsLightsLength,TransactionsMediumALength,TotalVeh_hours,Difference in Travel Time,Implied Min VOT
0,0,2025,1NB,1,NB,Night,8,OP,NT,3.0,70,12000,1.6,6.5,75,1800,1,4,0.05,0.01,2238.0,0.0,277.0,0.0,0.0,1.0,1.0,1.0,1.83,0.915,0.13729977116704806,0.13729977116704806,30,4.103,0.708,2258.704789728038,0.0,279.5626571736669,0.0,0.0,2538.267446901705,3097.392761249039,1.0,1.2,0.19855081802878455,3097.392761249039,0.0,1.0,45.17409579456076,2102.8541592368033,0.0,265.5845243149835,0.0,0.0,2411.3540745566197,0.14481953488319196,0.7240976744159598,,0.13728256348120124,0.13728184848701816,131.17441883508,655.8720941754,69.99109206487034,74.91134331130645,0.0,2.402840371610749,2.5717558433460264,-0.1689154717352772,0.0004483625269134137,288.68520960713454,1924.8454843263428,0.0,0.0,288.68520960713454,2204.4081415000096,17635.265132000077,288.68520960713454,0.16038067200396364,2309.4816768570763,6928.445030571229,2763.5334558473432,22108.267646778746,66324.80294033623,3052.2186654544776,24417.74932363582,73253.24797090745,0.2543515554545398,0.43445860464957586,2.1722930232478794,0.14481953488319196,125.421773348886,125.421773348886,0.0,1003.374186791088,1003.374186791088,0.0,2309.4816768570763,0.0,2309.4816768570763,6928.445030571229,0.0,20306.13957521364,-0.06568099074113773,154.3228456883294
1,1,2025,1NB,1,NB,AM-Early,1,OP,AM,3.0,70,12000,1.6,6.5,75,1800,1,4,0.05,0.01,1841.0,0.0,228.0,0.0,0.0,1.0,1.0,1.0,1.83,0.915,0.13729977116704806,0.13729977116704806,30,4.155,0.715,2209.2,0.0,273.59999999999997,0.0,0.0,2482.7999999999997,3030.0,1.0,1.2,0.19423076923076923,3030.0,0.0,1.0,44.184,2056.7651999999994,0.0,259.91999999999996,0.0,0.0,2358.66,0.15389194873485526,0.7694597436742763,,0.13729636501829945,0.13729664082367224,139.2300907580492,696.1504537902459,69.99227846219222,74.91882764448636,0.0,2.4026003297082705,2.571712251048246,-0.16911192133997544,0.00038864107895403814,282.3863856561356,1882.6296143438642,0.0,0.0,282.3863856561356,2156.2296143438643,2156.2296143438643,282.3863856561356,0.15688132536451976,282.3863856561356,847.1591569684067,2703.429614343864,2703.429614343864,8110.2888430315925,2985.816,2985.816,8957.447999999999,0.24881799999999998,0.4616758462045658,2.308379231022829,0.15389194873485526,130.37097355444527,130.37097355444527,0.0,130.37097355444527,130.37097355444527,0.0,282.3863856561356,0.0,282.3863856561356,847.1591569684067,0.0,2482.7999999999997,-0.06575849272057725,163.8001067741755
2,2,2025,1NB,1,NB,AM-Peak,2,Peak,AM,3.0,70,12000,1.6,6.5,75,1800,1,4,0.05,0.01,4183.0,0.0,517.0,0.0,0.0,1.0,1.0,1.0,1.83,0.915,0.13729977116704806,0.13729977116704806,30,4.155,0.715,2509.7999999999997,0.0,310.2,0.0,0.0,2819.9999999999995,3440.3999999999996,1.0,1.2,0.22053846153846152,3440.3999999999996,0.0,1.0,50.196,2336.6238,0.0,294.69,0.0,0.0,2678.9999999999995,0.15264490416041757,0.7632245208020878,,0.13729959610463863,0.13729966317140746,139.22791887800113,696.1395943900058,69.9823778998558,74.86487150750135,0.0,2.4043319166314774,2.572076076888649,-0.16774416025717143,0.0008870824803061038,320.8175039884859,2138.786496011514,0.0,0.0,320.8175039884859,2448.9864960115137,4897.9729920230275,320.8175039884859,0.17823194666026995,641.6350079769718,1924.9050239309154,3069.386496011514,6138.772992023028,18416.318976069084,3390.2039999999997,6780.407999999999,20341.224,0.28251699999999996,0.4579347124812527,2.2896735624062634,0.15264490416041757,146.91347144792044,146.91347144792044,0.0,293.8269428958409,293.8269428958409,0.0,641.6350079769718,0.0,641.6350079769718,1924.9050239309154,0.0,5639.999999999999,-0.06521741785339635,163.7975516211778
3,3,2025,1NB,1,NB,AM-Shoulder,1,OP,AM,3.0,70,12000,1.6,6.5,75,1800,1,4,0.05,0.01,4812.0,0.0,595.0,0.0,0.0,1.0,1.0,1.0,1.83,0.915,0.13729977116704806,0.13729977116704806,30,4.155,0.715,2887.2,0.0,357.0,0.0,0.0,3244.2,3958.2,1.0,1.2,0.2537307692307692,3958.2,0.0,1.0,57.744,2687.9831999999997,0.0,339.15,0.0,0.0,3081.99,0.15056180564784313,0.7528090282392157,,0.13729506656194387,0.13729647651243734,139.2287643543063,696.1438217715315,69.95617560870288,74.76370142526024,0.0,2.407585453482963,2.5730394555417515,-0.16545400205878869,0.002206911235056562,369.04683236138686,2460.409167638613,0.0,0.0,369.04683236138686,2817.409167638613,2817.409167638613,369.04683236138686,0.20502601797854825,369.04683236138686,1107.1404970841606,3531.409167638613,3531.409167638613,10594.227502915839,3900.4559999999997,3900.4559999999997,11701.368,0.325038,0.45168541694352937,2.2584270847176473,0.15056180564784313,166.6930723468418,166.6930723468418,0.0,166.6930723468418,166.6930723468418,0.0,369.04683236138686,0.0,369.04683236138686,1107.1404970841606,0.0,3244.2,-0.06430294012881838,163.7985462991839
4,4,2025,1NB,1,NB,MD,5,OP,MD,3.0,70,12000,1.6,6.5,75,1800,1,4,0.05,0.01,5111.0,0.0,632.0,0.0,0.0,1.0,1.0,1.0,1.83,0.915,0.13729977116704806,0.13729977116704806,30,4.136,0.708,3066.6,0.0,379.2,0.0,0.0,3445.7999999999997,4204.2,1.0,1.2,0.26949999999999996,4204.2,0.0,1.0,61.332,2855.0045999999998,0.0,360.23999999999995,0.0,0.0,3273.5099999999998,0.14545543346393514,0.7272771673196756,,0.1372929162849396,0.13729695984841947,135.5678008210656,677.8390041053278,69.93516639082416,74.69954062351736,0.3160808168745199,2.4096533726652036,2.5738124221238268,-0.16415904945862314,0.0032658754525003095,391.9719075409174,2613.2960924590825,0.0,0.0,391.9719075409174,2992.4960924590823,14962.48046229541,391.9719075409174,0.21776217085606522,1959.8595377045872,5879.578613113761,3750.8960924590824,18754.48046229541,56263.44138688623,4142.8679999999995,20714.339999999997,62143.01999999999,0.34523899999999996,0.4363663003918054,2.181831501959027,0.14545543346393514,171.04333115114895,171.04333115114895,0.0,855.2166557557448,855.2166557557448,0.0,1959.8595377045872,0.0,1959.8595377045872,5879.578613113761,0.0,17229.0,-0.06378050243582413,159.49153037772422
5,5,2025,1NB,1,NB,PM-Shoulder,1,OP,PM,3.0,70,12000,1.6,6.5,75,1800,1,4,0.05,0.01,6757.0,0.0,835.0,0.0,0.0,1.0,1.0,1.0,1.83,0.915,0.13729977116704806,0.13729977116704806,30,4.135,0.592,8108.4,0.0,1002.0,0.0,0.0,9110.4,11114.4,1.0,1.2,0.7124615384615385,11114.4,0.0,1.0,162.168,7548.9204,0.0,951.9,0.0,0.0,8654.88,0.914997599805921,4.574987999029605,,0.1299163665895352,0.13078737657705244,121.46481201150237,607.3240600575118,45.6548228195217,64.51438591980146,1.0057451825390293,2.7900753829349005,3.9426283771061574,-1.152552994171257,1.878543733778293,980.7283100416207,6965.503689958379,0.0,0.0,980.7283100416207,7967.503689958379,7967.503689958379,980.7283100416207,0.5448490611342337,980.7283100416207,2942.184930124862,9971.50368995838,9971.50368995838,29914.511069875138,10952.232,10952.232,32856.695999999996,0.912686,2.744992799417763,13.724963997088814,0.914997599805921,2692.0921492494003,2692.0921492494003,0.0,2692.0921492494003,2692.0921492494003,0.0,980.7283100416207,0.0,980.7283100416207,2942.184930124862,0.0,9110.4,-0.2923311263277664,142.8997788370616
6,6,2025,1NB,1,NB,PM-Peak,3,Peak,PM,3.0,70,12000,1.6,6.5,75,1800,1,4,0.05,0.01,6670.0,0.0,824.0,0.0,0.0,1.0,1.0,1.0,1.83,0.915,0.13729977116704806,0.13729977116704806,30,4.135,0.592,8004.0,0.0,988.8,0.0,0.0,8992.8,10970.4,1.0,1.2,0.7032307692307692,10970.4,0.0,1.0,160.08,7451.724,0.0,939.3599999999999,0.0,0.0,8543.159999999998,0.9149994400225948,4.574997200112974,,0.12501601774838217,0.12585742439785802,123.16770433170196,615.8385216585098,46.61621311464812,66.06238665786142,1.7256558799331152,2.7246972007267014,3.861317511083691,-1.1366203103569896,1.7671478473275146,931.5848598400454,6912.335140159955,0.0,0.0,931.5848598400454,7901.135140159955,23703.405420479867,931.5848598400454,0.5175471443555808,2794.7545795201363,8384.263738560408,9878.735140159955,29636.205420479866,88908.6162614396,10810.320000000002,32430.960000000003,97292.88,0.9008600000000001,2.7449983200677845,13.724991600338921,0.9149994400225948,2557.198875261507,2557.198875261507,0.0,7671.596625784521,7671.596625784521,0.0,2794.7545795201363,0.0,2794.7545795201363,8384.263738560408,0.0,26978.399999999998,-0.294360747877994,144.90318156670818
7,7,2025,1NB,1,NB,PM-Late,3,OP,PM,3.0,70,12000,1.6,6.5,75,1800,1,4,0.05,0.01,6393.0,0.0,790.0,0.0,0.0,1.0,1.0,1.0,1.83,0.915,0.13729977116704806,0.13729977116704806,30,4.135,0.592,6191.704565799619,0.0,765.1253882342717,0.0,0.0,6956.82995403389,8487.080730502434,1.0,1.2,0.5440436365706688,8487.080730502434,0.0,1.0,123.83409131599238,5764.476950759445,0.0,726.8691188225581,0.0,0.0,6608.988456332196,0.36307059290645977,1.8153529645322988,,0.0941190354803465,0.09432870261841911,136.07690787534247,680.3845393767123,63.08470599004137,73.61713563821284,1.400797216018879,2.4450829068465745,2.8533064738133995,-0.40822356696682505,0.38617272626721494,542.5470106541678,5525.323463829458,0.0,0.0,542.5470106541678,6290.44885206373,18871.346556191187,542.5470106541678,0.3014150059189821,1627.6410319625033,4882.9230958875105,7820.699628532273,23462.098885596817,70386.29665679045,8363.24663918644,25089.73991755932,75269.21975267796,0.6969372199322034,1.0892117787193794,5.446058893596897,0.36307059290645977,590.9485945135082,590.9485945135082,0.0,1772.8457835405245,1772.8457835405245,0.0,1627.6410319625033,0.0,1627.6410319625033,4882.9230958875105,0.0,20870.48986210167,-0.1430703538906007,160.09047985334405
8,8,2025,1SB,1,SB,Night,8,OP,NT,3.0,70,12000,1.6,5.0,75,1800,1,4,0.05,0.01,1637.0,0.0,202.0,0.0,0.0,1.0,1.0,1.0,1.83,0.915,0.13729977116704806,0.13729977116704806,30,4.103,0.708,1470.0481602450802,0.0,181.39873449572767,0.0,0.0,1651.446894740808,2014.244363732263,1.0,1.2,0.12911822844437584,2014.244363732263,0.0,1.0,29.400963204901604,1368.6148371881695,0.0,172.32879777094126,0.0,0.0,1568.8745500037674,0.14682113507398598,0.7341056753699299,,0.13729433692432033,0.13729552245176188,131.1708662080416,655.854331040208,69.99085539920748,74.98407240795439,0.0,2.400509791208745,2.571764539429221,-0.1712547482204756,0.00046027616088984395,187.90306657653636,1252.7441304636423,0.0,0.0,187.90306657653636,1434.14286495937,11473.14291967496,187.90306657653636,0.1043905925425202,1503.224532612291,4509.673597836872,1796.9403339508253,14375.522671606603,43126.56801481981,1984.8434005273616,15878.747204218893,47636.24161265668,0.16540361671061346,0.4404634052219579,2.2023170261097897,0.14682113507398598,82.76442455594947,82.76442455594947,0.0,662.1153964475958,662.1153964475958,0.0,1503.224532612291,0.0,1503.224532612291,4509.673597836872,0.0,13211.575157926463,-0.0665903684395944,154.31866612710778
9,9,2025,1SB,1,SB,AM-Early,1,OP,AM,3.0,70,12000,1.6,5.0,75,1800,1,4,0.05,0.01,4573.0,0.0,565.0,0.0,0.0,1.0,1.0,1.0,1.83,0.915,0.13729977116704806,0.13729977116704806,30,4.155,0.715,2743.7999999999997,0.0,339.0,0.0,0.0,3082.7999999999997,3760.7999999999997,1.0,1.2,0.24107692307692305,3760.7999999999997,0.0,1.0,54.876,2554.477799999999,0.0,322.05,0.0,0.0,2928.6599999999994,0.15730735768993426,0.7865367884496712,,0.13729233513625072,0.13729869032680495,139.22893756268695,696.1446878134346,69.79305495836505,74.80716496098343,0.0,2.4061866278969557,2.57905317523898,-0.1728665473420241,0.01044570722025971,350.71022221571235,2338.2137777842872,0.0,0.0,350.71022221571235,2677.2137777842872,2677.2137777842872,350.71022221571235,0.1948390123420624,350.71022221571235,1052.130666647137,3355.2137777842872,3355.2137777842872,10065.641333352862,3705.9239999999995,3705.9239999999995,11117.771999999999,0.30882699999999996,0.47192207306980277,2.3596103653490137,0.15730735768993426,165.50789511481017,165.50789511481017,0.0,165.50789511481017,165.50789511481017,0.0,350.71022221571235,0.0,350.71022221571235,1052.130666647137,0.0,3082.7999999999997,-0.0670271357728039,163.79875007374935
