,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT MediumA,AADT MediumB,AADT HeavyA,AADT HeavyB,GrowthFactor,GrowthFactor_medium,GrowthFactor_heavy,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,Min Speed,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Max VC,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,CaptureRateLights,CaptureRateMediumA,VOT Lights,VOT MediumA,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay,TransactionsLightsLength,TransactionsMediumALength,TotalVeh_hours,Difference in Travel Time,Implied Min VOT
0,0,2025,1NB,1,NB,Night,8,OP,NT,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,2238.0,0.0,277.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.103,0.708,2238.0,0.0,277.0,0.0,0.0,2515.0,3069.0,1.0,1.2,0.19673076923076924,3069.0,0.0,1.0,44.76,1644.9299999999998,0.0,207.75,0.0,0.0,1886.25,0.117777617,0.588888085,,0.1739129372923661,0.17391289862130727,106.80956164456552,534.0478082228276,69.99941432465066,74.9145091463654,0.0,2.402738829247645,2.5714500862132508,-0.16871125696560574,2.9475255010841946e-05,286.0746079403317,1907.1653920596684,0.0,0.0,286.0746079403317,2184.165392059668,17473.323136477346,286.0746079403317,0.15893033774462872,2288.5968635226536,6865.790590567961,2738.165392059668,21905.323136477346,65715.96940943203,3024.24,24193.92,72581.76,0.25201999999999997,0.353332851,1.766664255,0.117777617,101.07955682226464,101.07955682226464,0.0,808.6364545781171,808.6364545781171,0.0,2288.5968635226536,0.0,2288.5968635226536,6865.790590567961,0.0,20120.0,-0.06560938431982245,41.88610260571197
1,1,2025,1NB,1,NB,AM-Early,1,OP,AM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,1841.0,0.0,228.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.155,0.715,2209.2,0.0,273.59999999999997,0.0,0.0,2482.7999999999997,3030.0,1.0,1.2,0.19423076923076923,3030.0,0.0,1.0,44.184,1623.7619999999997,0.0,205.2,0.0,0.0,1862.1,0.169543156,0.84771578,,0.11244064855677693,0.11244064855112862,151.82976469431006,759.1488234715504,69.99929650697332,74.981114251898,0.0,2.4006044961574258,2.5714544142892697,-0.17084991813184391,3.5404719156636316e-05,182.5768523818492,1982.4391476181506,0.0,0.0,182.5768523818492,2256.0391476181508,2256.0391476181508,182.5768523818492,0.10143158465658289,182.5768523818492,547.7305571455476,2803.2391476181506,2803.2391476181506,8409.717442854451,2985.816,2985.816,8957.447999999999,0.24881799999999998,0.508629468,2.54314734,0.169543156,92.86396729609449,92.86396729609449,0.0,92.86396729609449,92.86396729609449,0.0,182.5768523818492,0.0,182.5768523818492,547.7305571455476,0.0,2482.7999999999997,-0.06644096709723922,59.541084193847084
2,2,2025,1NB,1,NB,AM-Peak,2,Peak,AM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,4183.0,0.0,517.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.155,0.715,4183.0,0.0,517.0,0.0,0.0,4700.0,5734.0,1.0,1.2,0.36756410256410255,5734.0,0.0,1.0,83.66,3074.505,0.0,387.75,0.0,0.0,3525.0,0.167837166,0.83918583,,0.11104029870702511,0.1110402994600193,152.63129981772698,763.1564990886349,69.88377062143657,74.76751274314546,1.599320639113839,2.407462725400104,2.5757053232726643,-0.16824259787256013,0.00585915002640759,341.39395357624227,3757.9460464237577,0.0,0.0,341.39395357624227,4274.946046423758,8549.892092847516,341.39395357624227,0.18966330754235683,682.7879071524845,2048.3637214574537,5308.946046423758,10617.892092847516,31853.67627854255,5650.34,11300.68,33902.04,0.4708616666666667,0.5035114980000001,2.51755749,0.167837166,171.89578097331622,171.89578097331622,0.0,343.79156194663244,343.79156194663244,0.0,682.7879071524845,0.0,682.7879071524845,2048.3637214574537,0.0,9400.0,-0.06531903954711436,59.85541169322627
3,3,2025,1NB,1,NB,AM-Shoulder,1,OP,AM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,4812.0,0.0,595.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.155,0.715,4812.0,0.0,595.0,0.0,0.0,5407.0,6597.0,1.0,1.2,0.42288461538461536,6597.0,0.0,1.0,96.24000000000001,3536.82,0.0,446.25,0.0,0.0,4055.25,0.174664118,0.8733205900000001,,0.10773819631372303,0.1077381998838336,154.5677166428081,772.8385832140406,69.63903711506505,74.63105543651194,1.2136048037086744,2.411864591049829,2.584757162891049,-0.17289257184121976,0.0182601703035943,381.0506074863019,4334.709392513699,0.0,0.0,381.0506074863019,4929.709392513699,4929.709392513699,381.0506074863019,0.2116947819368344,381.0506074863019,1143.1518224589056,6119.709392513699,6119.709392513699,18359.128177541097,6500.76,6500.76,19502.280000000002,0.54173,0.523992354,2.61996177,0.174664118,199.66760480987733,199.66760480987733,0.0,199.66760480987733,199.66760480987733,0.0,381.0506074863019,0.0,381.0506074863019,1143.1518224589056,0.0,5407.0,-0.06688929015205419,60.614790840316914
4,4,2025,1NB,1,NB,MD,5,OP,MD,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,5111.0,0.0,632.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.136,0.708,5111.0,0.0,632.0,0.0,0.0,5743.0,7007.0,1.0,1.2,0.44916666666666666,7007.0,0.0,1.0,102.22,3756.585,0.0,474.0,0.0,0.0,4307.25,0.415252552,2.07626276,,0.011764167033436813,0.011764175550404238,310.8901563427971,1554.4507817139854,69.11206997080276,74.99671699232509,2.394687846859737,2.400105060844471,2.6044654729057197,-0.20436041206124855,0.04526055502369296,44.19309341530323,4964.586906584696,0.0,0.0,44.19309341530323,5596.586906584696,27982.934532923482,44.19309341530323,0.02455171856405735,220.96546707651615,662.8964012295485,6860.586906584696,34302.93453292348,102908.80359877044,6904.78,34523.899999999994,103571.69999999998,0.5753983333333333,1.2457576559999999,6.22878828,0.415252552,55.05388446443718,55.05388446443718,0.0,275.2694223221859,275.2694223221859,0.0,220.96546707651615,0.0,220.96546707651615,662.8964012295485,0.0,28715.0,-0.07846539498688386,121.91770836972435
5,5,2025,1NB,1,NB,PM-Shoulder,1,OP,PM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,6757.0,0.0,835.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.135,0.592,8108.4,0.0,1002.0,0.0,0.0,9110.4,11114.4,1.0,1.2,0.7124615384615385,11114.4,0.0,1.0,162.168,5959.674,0.0,751.5,0.0,0.0,6832.799999999999,1.419297409,7.096487045,,0.047650978245518054,0.0476509857362726,167.75372832214714,838.7686416107358,48.60227362931969,74.71798794211388,3.1424268252185694,2.4090584470696808,3.70353044330448,-1.2944719962347992,1.5509795644699955,283.98429612437957,7662.247703875621,0.0,0.0,283.98429612437957,8664.24770387562,8664.24770387562,283.98429612437957,0.1577690534024331,283.98429612437957,851.9528883731386,10668.24770387562,10668.24770387562,32004.743111626864,10952.232,10952.232,32856.696,0.912686,4.257892226999999,21.289461135,1.419297409,1209.1745270580618,1209.1745270580618,0.0,1209.1745270580618,1209.1745270580618,0.0,283.98429612437957,0.0,283.98429612437957,851.9528883731386,0.0,9110.4,-0.34952378981386334,65.78577581260673
6,6,2025,1NB,1,NB,PM-Peak,3,Peak,PM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,6670.0,0.0,824.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.135,0.592,8004.0,0.0,988.8,0.0,0.0,8992.8,10970.4,1.0,1.2,0.7032307692307692,10970.4,0.0,1.0,160.08,5882.9400000000005,0.0,741.5999999999999,0.0,0.0,6744.599999999999,1.202351064,6.01175532,,0.055307021599767074,0.055307039717262876,160.69368584587664,803.4684292293833,50.5975902560036,74.60531536481923,4.630445528759775,2.412696724352706,3.5574816723340357,-1.1447849479813295,1.3508927482404867,325.36788965013375,7518.552110349867,0.0,0.0,325.36788965013375,8507.352110349866,25522.0563310496,325.36788965013375,0.18075993869451876,976.1036689504012,2928.3110068512037,10484.952110349866,31454.8563310496,94364.5689931488,10810.32,32430.96,97292.88,0.90086,3.6070531919999995,18.03526596,1.202351064,1173.6192849368185,1173.6192849368185,0.0,3520.8578548104556,3520.8578548104556,0.0,976.1036689504012,0.0,976.1036689504012,2928.3110068512037,0.0,26978.399999999998,-0.3217964429399984,63.01713170426535
7,7,2025,1NB,1,NB,PM-Late,3,OP,PM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,6393.0,0.0,790.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.135,0.592,7660.058710403062,0.0,946.5738121724415,0.0,0.0,8606.632522575503,10499.780146920386,1.0,1.2,0.673062829930794,10499.780146920386,0.0,1.0,153.20117420806125,5630.143152146251,0.0,709.9303591293311,0.0,0.0,6454.974391931627,0.187399184,0.93699592,,0.16729200717615172,0.16729215121064756,110.63466880988194,553.1733440494098,60.24220771562943,65.96358389894509,0.9029498851377138,2.7287783555811105,2.9879383048124946,-0.2591599492313841,0.5706183347359755,941.877948611612,6564.979587583389,0.0,0.0,941.877948611612,7511.5533997558305,22534.66019926749,941.877948611612,0.5232655270064511,2825.6338458348364,8476.90153750451,9404.701024100714,28214.10307230214,84642.30921690642,10346.578972712327,31039.736918136976,93119.21075441093,0.8622149143926938,0.562197552,2.8109877599999997,0.187399184,529.5214769922301,529.5214769922301,0.0,1588.5644309766903,1588.5644309766903,0.0,2825.6338458348364,0.0,2825.6338458348364,8476.90153750451,0.0,25819.897567726508,-0.08673537496205011,43.38614463132625
8,8,2025,1SB,1,SB,Night,8,OP,NT,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,1637.0,0.0,202.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.103,0.708,1637.0,0.0,202.0,0.0,0.0,1839.0,2243.0,1.0,1.2,0.1437820512820513,2243.0,0.0,1.0,32.74,1203.195,0.0,151.5,0.0,0.0,1379.25,0.147646003,0.738230015,,0.13528876387902913,0.13528876385886113,132.02975673179887,660.1487836589944,69.99994291474813,74.9895608637801,0.0,2.4003340988617508,2.571430668439534,-0.17109656957778308,2.8729050184556074e-06,162.77876425542846,1441.4812357445714,0.0,0.0,162.77876425542846,1643.4812357445714,13147.849885956572,162.77876425542846,0.09043264680857137,1302.2301140434276,3906.690342130283,2047.4812357445714,16379.849885956572,49139.54965786971,2210.2599999999998,17682.079999999998,53046.24,0.18418833333333332,0.442938009,2.2146900449999998,0.147646003,72.10090174677985,72.10090174677985,0.0,576.8072139742388,576.8072139742388,0.0,1302.2301140434276,0.0,1302.2301140434276,3906.690342130283,0.0,14712.0,-0.06653750057418915,51.77637518894073
9,9,2025,1SB,1,SB,AM-Early,1,OP,AM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,4573.0,0.0,565.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.155,0.715,4573.0,0.0,565.0,0.0,0.0,5138.0,6268.0,1.0,1.2,0.4017948717948718,6268.0,0.0,1.0,91.46000000000001,3361.1549999999997,0.0,423.75,0.0,0.0,3853.5,0.795369856,3.9768492799999997,,0.010000531284169237,0.010000534391541084,657.7184457358188,3288.592228679094,69.63042807610418,74.99825168352571,2.1602257704327785,2.4000559474313614,2.5850767397733767,-0.1850207923420153,0.01869799063238342,33.61333572844185,4447.926664271558,0.0,0.0,33.61333572844185,5012.926664271558,5012.926664271558,33.61333572844185,0.018674075404689915,33.61333572844185,100.84000718532553,6142.926664271558,6142.926664271558,18428.779992814674,6176.54,6176.54,18529.62,0.5147116666666667,2.386109568,11.93054784,0.795369856,80.20510199403135,80.20510199403135,0.0,80.20510199403135,80.20510199403135,0.0,33.61333572844185,0.0,33.61333572844185,100.84000718532553,0.0,5138.0,-0.07157264985419169,257.9288022493407
