,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT MediumA,AADT MediumB,AADT HeavyA,AADT HeavyB,GrowthFactor,GrowthFactor_medium,GrowthFactor_heavy,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,Min Speed,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Max VC,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,CaptureRateLights,CaptureRateMediumA,CaptureRateMediumB,VOT Lights,VOT MediumA,VOT MediumB,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh_MediumB,GPVeh_MediumB,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollMediumBPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerHourMediumB,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,RevenuePerDayMediumB,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay_MediumB,TransactionsDay,TransactionsLightsLength,TransactionsMediumALength,TransactionsMediumBLength,TotalVeh_hours,Difference in Travel Time,Implied Min VOT
0,0,2025,1NB,1,NB,Night,8,OP,NT,3.0,65,14000,1,6,70,1800,1,6,0.2,0.052631578947368425,1830.0,226.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.15789473684210525,0.15789473684210525,30,4.009,0.708,1830.0,226.0,0.0,0.0,0.0,2056.0,2508.0,1.0,1.2,0.1425,2508.0,0.0,1.0,0.0,1738.5,214.7,0.0,0.0,0.0,1953.1999999999998,5.999773387401021,29.998866937005104,29.998866937005104,0.052631780194845594,0.05263164076290836,0.05263160075151645,4639.253583755407,23196.267918777034,23196.267918777034,64.99842078598522,69.99999199693625,0.0,2.571428865418702,2.7692980509891267,-0.19786918557042465,9.217600894934342e-05,91.50034986873906,1738.499650131261,11.300013271796425,214.69998672820358,0.0,0.0,102.8003631405355,1953.1996368594646,15625.597094875717,125.40038968412834,0.06966688315784908,1003.2031174730267,3009.60935241908,2382.599610315872,19060.796882526975,57182.39064758092,2508.0,20064.0,60192.0,0.17914285714285713,17.999320162203063,89.99660081101531,89.99660081101531,8.637799823658582,2663.9068758220674,1646.9440922410295,1016.9627835810379,0.0,21311.25500657654,13175.552737928236,8135.702268648303,0.0,732.0027989499125,90.4001061743714,0.0,822.402905124284,2196.0083968497374,271.2003185231142,0.0,16448.0,-0.0714510254682592,1819.3151308844733
1,1,2025,1NB,1,NB,AM-Early,1,OP,AM,3.0,65,14000,1,6,70,1800,1,6,0.2,0.0,3467.0,429.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,5.0,0.14990006662225183,0.14990006662225183,30,3.82,0.715,3467.0,429.0,0.0,0.0,0.0,3896.0,4754.0,1.0,1.2,0.2701136363636364,4754.0,0.0,1.0,0.0,3293.6499999999996,407.54999999999995,0.0,0.0,0.0,3701.2,19.99985185399881,99.99925926999404,99.99925926999404,0.009880963712338575,0.006113353422814021,3.4841646208419024e-05,15160.569463284102,75802.84731642052,75802.84731642052,64.90541120387269,69.99999999154613,1.5095049414175143,2.5714285717391214,2.773266460551443,-0.2018378888123218,0.00552889710932326,32.54443613114395,3434.455563868856,2.491497187467854,426.50850281253213,0.0,0.0,35.035933318611804,3860.9640666813884,3860.9640666813884,40.01892769354751,0.022232737607526396,40.01892769354751,120.05678308064253,4713.981072306453,4713.981072306453,14141.943216919359,4754.0,4754.0,14262.000000000002,0.3395714285714286,59.99955556199643,299.99777780998215,299.99777780998215,25.688819713466824,2700.0953235445922,1952.6517038844154,747.4436196601768,0.0,2700.0953235445922,1952.6517038844154,747.4436196601768,0.0,32.54443613114395,2.491497187467854,0.0,35.035933318611804,97.63330839343183,7.474491562403562,0.0,3896.0,-0.07277983983269601,5945.321358150629
2,2,2025,1NB,1,NB,AM-Peak,2,Peak,AM,3.0,65,14000,1,6,70,1800,1,6,0.2,0.0,4855.0,600.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,5.0,0.14990006662225183,0.14990006662225183,30,3.82,0.715,4855.0,600.0,0.0,0.0,0.0,5455.0,6655.0,1.0,1.2,0.378125,6655.0,0.0,1.0,0.0,4612.25,570.0,0.0,0.0,0.0,5182.25,19.999976743399042,99.99988371699521,99.99988371699521,0.01383673950923635,0.00855000449388684,1.5388505514250847e-05,13447.056437462546,67235.28218731274,67235.28218731274,64.30897070807521,69.99999952064681,3.1963284672978736,2.571428589037464,2.7989874199214575,-0.2275588308839933,0.04076661144624244,63.81850180147536,4791.181498198524,4.873502561515498,595.1264974384845,0.0,0.0,68.69200436299086,5386.307995637009,10772.615991274019,78.43900948602186,0.04357722749223437,156.87801897204372,470.63405691613116,6576.560990513978,13153.121981027956,39459.36594308387,6655.0,13310.0,39930.0,0.47535714285714287,59.99993023019712,299.99965115098564,299.99965115098564,25.675742870364434,5291.154723822316,3829.1056554842307,1462.0490683380845,0.0,10582.309447644631,7658.2113109684615,2924.098136676169,0.0,127.63700360295071,9.747005123030997,0.0,137.38400872598172,382.91101080885215,29.24101536909299,0.0,10910.0,-0.08130041216490314,5273.355465671588
3,3,2025,1NB,1,NB,AM-Shoulder,1,OP,AM,3.0,65,14000,1,6,70,1800,1,6,0.2,0.0,4132.0,511.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,5.0,0.14990006662225183,0.14990006662225183,30,3.82,0.715,4132.0,511.0,0.0,0.0,0.0,4643.0,5665.0,1.0,1.2,0.321875,5665.0,0.0,1.0,0.0,3925.3999999999996,485.45,0.0,0.0,0.0,4410.849999999999,19.999895672498766,99.99947836249383,99.99947836249383,0.011776209031803927,0.007281834494461245,3.4957205887905836e-05,14623.956883577062,73119.78441788531,73119.78441788531,64.73252648121495,69.99999993065975,1.7712507726721265,2.5714285739757643,2.78067317598418,-0.20924460200841555,0.015676097252172314,46.22633093344313,4085.773669066557,3.534966555336211,507.4650334446638,0.0,0.0,49.76129748877934,4593.238702511221,4593.238702511221,56.831230599451764,0.031572905888584316,56.831230599451764,170.4936917983553,5608.168769400549,5608.168769400549,16824.506308201646,5665.0,5665.0,16995.0,0.40464285714285714,59.9996870174963,299.9984350874815,299.9984350874815,25.68294381475739,3834.0498226612435,2773.565387973795,1060.4844346874484,0.0,3834.0498226612435,2773.565387973795,1060.4844346874484,0.0,46.22633093344313,3.534966555336211,0.0,49.76129748877934,138.67899280032938,10.604899666008633,0.0,4643.0,-0.07524962078089469,5734.885052383162
4,4,2025,1NB,1,NB,MD,5,OP,MD,3.0,65,14000,1,6,70,1800,1,6,0.2,0.0,5636.0,697.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,5.0,0.14990006662225183,0.14990006662225183,30,3.823,0.708,5636.0,697.0,0.0,0.0,0.0,6333.0,7727.0,1.0,1.2,0.4390340909090909,7727.0,0.0,1.0,0.0,5354.2,662.15,0.0,0.0,0.0,6016.349999999999,19.999967346150743,99.99983673075371,99.99983673075371,0.016062577136439462,0.009932245269392327,1.6179237571884e-05,11338.688006116,56693.44003058,56693.44003058,63.35126659862966,69.99999712455147,2.3310536925552237,2.5714286770572974,2.8413007294773416,-0.2698720524200442,0.09873584553780412,86.00225050392416,5549.997749496076,6.576636205128129,690.4233637948719,0.0,0.0,92.57888670905228,6240.421113290948,31202.10556645474,105.73215911930855,0.05874008839961586,528.6607955965427,1585.982386789628,7621.267840880691,38106.339204403455,114319.01761321037,7727.0,38635.0,115905.0,0.5519285714285714,59.999902038452234,299.99951019226114,299.99951019226114,25.68301297461861,7133.114245573009,5160.126605321879,1972.98764025113,0.0,35665.571227865046,25800.633026609394,9864.938201255649,0.0,430.0112525196208,32.883181025640646,0.0,462.89443354526145,1290.0337575588624,98.64954307692193,0.0,31665.0,-0.09498186855767544,4446.544316123922
5,5,2025,1NB,1,NB,PM-Shoulder,1,OP,PM,3.0,65,14000,1,6,70,1800,1,6,0.2,0.0,7121.0,880.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,5.0,0.14990006662225183,0.14990006662225183,30,4.005,0.592,7121.0,880.0,0.0,0.0,0.0,8001.0,9761.0,1.0,1.2,0.5546022727272727,9761.0,0.0,1.0,0.0,6764.95,836.0,0.0,0.0,0.0,7600.95,19.99999297496011,99.99996487480055,99.99996487480055,0.020294843648119985,0.012540002572142571,1.4196146922271437e-05,6318.467955033077,31592.339775165383,31592.339775165383,58.90582892303583,69.9999524848991,2.8387896994257398,2.5714303168824424,3.0557247608752154,-0.484294443992773,0.392496768552891,137.29360253734927,6983.706397462651,10.48344215031119,869.5165578496889,0.0,0.0,147.77704468766046,7853.22295531234,7853.22295531234,168.74392898828285,0.0937466272157127,168.74392898828285,506.23178696484854,9592.256071011718,9592.256071011718,28776.768213035153,9761.0,9761.0,29283.0,0.6972142857142857,59.99997892488034,299.9998946244017,299.9998946244017,25.675266013550846,11382.644799156222,8237.613258761854,3145.0315403943678,0.0,11382.644799156222,8237.613258761854,3145.0315403943678,0.0,137.29360253734927,10.48344215031119,0.0,147.77704468766046,411.8808076120478,31.450326450933566,0.0,8001.0,-0.158487587034528,2477.8305706012065
6,6,2025,1NB,1,NB,PM-Peak,3,Peak,PM,3.0,65,14000,1,6,70,1800,1,6,0.2,0.0,6508.0,804.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,5.0,0.14990006662225183,0.14990006662225183,30,4.005,0.592,6508.0,804.0,0.0,0.0,0.0,7312.0,8920.0,1.0,1.2,0.5068181818181818,8920.0,0.0,1.0,0.0,6182.599999999999,763.8,0.0,0.0,0.0,6946.4,19.999975435026816,99.99987717513407,99.99987717513407,0.018547778883124554,0.01145699470853627,1.6204145356592962e-05,8356.563898674749,41782.819493373754,41782.819493373754,61.27434443919543,69.99998387830558,4.115883429973945,2.571429163654217,2.9376079278762415,-0.36617876422202444,0.23067670734429657,114.67349772280585,6393.326502277194,8.750852558380002,795.24914744162,0.0,0.0,123.42435028118585,7188.575649718814,21565.726949156444,140.92605539794585,0.07829225299885881,422.77816619383754,1268.3344985815127,8779.073944602054,26337.221833806165,79011.6655014185,8920.0,26760.000000000004,80280.0,0.6371428571428571,59.99992630508045,299.9996315254022,299.9996315254022,25.672011327601258,9505.653955561285,6880.401412514162,2625.2525430471237,0.0,28516.961866683858,20641.204237542486,7875.757629141372,0.0,344.02049316841754,26.252557675140004,0.0,370.27305084355754,1032.0614795052527,78.75767302542002,0.0,21936.0,-0.12465202069588478,3277.083881833235
7,7,2025,1NB,1,NB,PM-Late,3,OP,PM,3.0,65,14000,1,6,70,1800,1,6,0.2,0.0,5882.0,727.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,5.0,0.14990006662225183,0.14990006662225183,30,4.005,0.592,5882.0,727.0,0.0,0.0,0.0,6609.0,8063.0,1.0,1.2,0.458125,8063.0,0.0,1.0,0.0,5587.9,690.65,0.0,0.0,0.0,6278.549999999999,19.999969986955282,99.9998499347764,99.9998499347764,0.016763677676445755,0.01035974509781041,1.6187116736353964e-05,10533.373862257193,52666.86931128597,52666.86931128597,62.8945426424246,69.99999520499253,2.417944699461107,2.5714287475717152,2.8619335229664844,-0.29050477539476915,0.1270027726179292,93.67375448821123,5788.326245511788,7.154957951802759,719.8450420481972,0.0,0.0,100.82871244001399,6508.171287559986,19524.51386267996,115.1386283436195,0.06396590463534417,345.4158850308585,1036.2476550925753,7947.86137165638,23843.58411496914,71530.75234490742,8062.999999999999,24189.0,72567.0,0.5759285714285713,59.99990996086585,299.9995498043292,299.9995498043292,25.676882478686885,7766.90099939866,5620.416834988927,2146.4841644097332,0.0,23300.70299819598,16861.25050496678,6439.4524932292,0.0,281.0212634646337,21.46487385540828,0.0,302.48613732004196,843.0637903939012,64.39462156622483,0.0,19827.0,-0.10150647213274604,4130.734847943997
8,8,2025,1SB,1,SB,Night,8,OP,NT,3.0,65,14000,1,6,70,1800,1,6,0.2,0.052631578947368425,1785.0,221.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.15789473684210525,0.15789473684210525,30,4.009,0.708,1785.0,221.0,0.0,0.0,0.0,2006.0,2448.0,1.0,1.2,0.1390909090909091,2448.0,0.0,1.0,0.0,1695.75,209.95,0.0,0.0,0.0,1905.6999999999998,5.999771328196205,29.998856640981025,29.998856640981025,0.052631776370544996,0.05263164192131408,0.05263160036491906,4639.464384938602,23197.32192469301,23197.32192469301,64.99863433018372,69.99999307914986,0.0,2.571428825663908,2.76928895283593,-0.19786012717202217,7.971153906977288e-05,89.25033478035168,1695.7496652196483,11.05001322137989,209.94998677862012,0.0,0.0,100.30034800173156,1905.6996519982683,15245.597215986147,122.40037444449135,0.06800020802471742,979.2029955559308,2937.608986667792,2325.5996255555087,18604.79700444407,55814.391013332206,2448.0,19584.0,58752.0,0.17485714285714285,17.999313984588618,89.99656992294308,89.99656992294308,8.643732344191067,2600.9080864685607,1606.4447989412,994.4632875273609,0.0,20807.264691748485,12851.5583915296,7955.706300218887,0.0,714.0026782428134,88.40010577103912,0.0,802.4027840138525,2142.00803472844,265.20031731311735,0.0,16048.0,-0.07144798919209953,1819.397798015138
9,9,2025,1SB,1,SB,AM-Early,1,OP,AM,3.0,65,14000,1,6,70,1800,1,6,0.2,0.0,7354.0,909.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,5.0,0.14990006662225183,0.14990006662225183,30,3.82,0.715,7354.0,909.0,0.0,0.0,0.0,8263.0,10081.0,1.0,1.2,0.5727840909090909,10081.0,0.0,1.0,0.0,6986.299999999999,863.55,0.0,0.0,0.0,7849.849999999999,19.999998683085384,99.99999341542691,99.99999341542691,0.020958892874195285,0.012953244460536521,6.355927798040641e-06,5622.1777356395305,28110.888678197654,28110.888678197654,57.77185162816551,69.99993004104248,2.91468143055826,2.5714311413520283,3.1157041868508264,-0.5442730454987981,0.4746685821394782,146.4251132869905,7207.57488671301,11.185774253896312,897.8142257461037,0.0,0.0,157.6108875408868,8105.389112459114,8105.389112459114,179.98243604867943,0.09999024224926635,179.98243604867943,539.9473081460383,9901.017563951322,9901.017563951322,29703.052691853965,10081.000000000002,10081.000000000002,30243.000000000004,0.7200714285714287,59.999996049256154,299.99998024628076,299.99998024628076,25.677664073788325,12141.238273939563,8785.506218731314,3355.7320552082497,0.0,12141.238273939563,8785.506218731314,3355.7320552082497,0.0,146.4251132869905,11.185774253896312,0.0,157.6108875408868,439.2753398609715,33.55732276168894,0.0,8263.0,-0.1746870090542574,2204.7755826037373
