,Year,Total Revenue,Var Total Revenue (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Toll/AADT/mi Lights,Var Toll/AADT/mi Lights (%),Capture,Var Capture (%),GP Traffic,Var GP Traffic (%),Corridor PCE,Var Corridor PCE (%)
0,2024.9999999999995,43049704.232307,,29676448.906244,,16196.137091,,0.455141,,0.455141,,0.088798,,166196.646773,,223247.88255,
1,2026.0,44752809.451463,0.03956136864415183,30135179.655921,0.015457737249030545,16449.203979,0.01562513867214843,0.465868,0.023568520524408942,0.465868,0.023568520524408942,0.088945,0.0016554426901507213,168488.384004,0.013789310888625783,226446.805752,0.014329019229481599
2,2026.9999999999995,46523291.844033,0.03956136864413384,30601001.344995,0.0154577372490452,16706.225072,0.01562513865887527,0.476847,0.023566761400225067,0.476847,0.023566761400225067,0.089091,0.0016414638259598657,170811.722712,0.013789310887715844,229691.566385,0.014329019224734063
3,2027.999999999999,48363816.943213,0.03956136864412496,31074023.583344,0.015457737249057857,16967.262156,0.015625138705781305,0.488086,0.023569404861517373,0.488086,0.023569404861517373,0.089238,0.0016499983163282828,173167.09866,0.013789310889225748,232982.821256,0.01432901922695451
4,2029.0,50277155.734341,0.03956136864413695,31554357.675166,0.01545773724904631,17232.37798,0.015625138667775484,0.499589,0.023567568010555595,0.499589,0.023567568010555595,0.089385,0.0016472803065958885,175554.953619,0.01378931088802493,236321.236581,0.014329019225549633
5,2030.0,52266188.826726,0.03956136864413784,32042116.645171,0.01545773724904187,17501.636275,0.015625138638004632,0.511363,0.02356737238009643,0.511363,0.02356737238009643,0.089533,0.0016557587962184872,177975.735452,0.013789310885830686,239707.488124,0.014329019228195072
6,2031.0000000000007,54333910.790525,0.03956136864415272,32537415.265175,0.01545773724903543,17775.101769,0.015625138684354223,0.523415,0.023568384885101157,0.523415,0.023568384885101157,0.08968,0.0016418527246935266,180429.898199,0.013789310889865014,243142.26133,0.014329019226229756
7,2032.0000000000005,56483434.665186,0.03956136864412585,33040370.081107,0.01545773724904076,18052.840199,0.015625138669213,0.535751,0.023568296667080713,0.535751,0.023568296667080713,0.089828,0.0016503122212312427,182917.902159,0.013789310889351203,246626.251468,0.014329019229081696
8,2033.0000000000007,58149556.934269,0.02949753815360534,33546134.263555,0.015307461181774284,18335.907996,0.01567995915765552,0.543039,0.013603334384816979,0.543039,0.013603334384816979,0.090578,0.008349289753751599,184091.47889,0.006415865900210704,248472.745081,0.007487011629982776
9,2034.0000000000002,59864825.708553,0.029497538153608005,34059640.411593,0.015307461181775395,18623.414284,0.01567995913061493,0.550427,0.013604916037337933,0.550427,0.013604916037337933,0.091334,0.008346397579986231,185272.585133,0.006415865906024498,250333.063413,0.0074870116293581646
10,2034.9999999999993,61630690.68895,0.029497538153605785,34581007.035058,0.015307461181755189,18915.42866,0.015679959192600013,0.557915,0.013603983816200982,0.557915,0.013603983816200982,0.092096,0.008343004795585474,186461.269195,0.006415865904535689,252207.30997,0.00748701162941412
11,2035.9999999999998,63448644.338981,0.029497538153615777,35110354.457874,0.015307461181779614,19212.021808,0.01567995911333475,0.565505,0.013604222865490234,0.565505,0.013604222865490234,0.092865,0.008349982626824293,187657.579695,0.006415865906977736,254095.589033,0.007487011630331386
12,2036.999999999999,65320223.146164,0.02949753815359535,35647804.845816,0.015307461181767401,19513.265526,0.015679959194849546,0.573198,0.01360377008160829,0.573198,0.01360377008160829,0.09364,0.008345447692887475,188861.565562,0.00641586590297516,255998.005663,0.007487011629127238
13,2038.0000000000005,67247008.92062,0.02949753815360534,36193482.234709,0.015307461181780058,19819.232732,0.015679959133048316,0.580996,0.013604374055736335,0.580996,0.013604374055736335,0.094422,0.00835113199487414,190073.276041,0.006415865903654172,257914.665709,0.00748701163134502
14,2038.999999999999,69230630.131972,0.029497538153608005,36747512.55905,0.015307461181772952,20129.997492,0.01567995916906706,0.5889,0.013604224469703885,0.5889,0.013604224469703885,0.09521,0.008345512698311852,191292.760692,0.006415865903931506,259845.67581,0.007487011627243856
15,2039.9999999999998,71272763.285688,0.029497538153605563,37310023.681074,0.015307461181762738,20445.63503,0.01567995913190967,0.596912,0.013605026320258062,0.596912,0.013605026320258062,0.096004,0.008339460140741606,192520.069393,0.006415865903969475,261791.143407,0.00748701163079013
16,2041.0000000000002,72697683.940289,0.019992499082565285,37630229.953418,0.008582312224755473,20622.883676,0.008669265872149445,0.603613,0.011226110381429732,0.603613,0.011226110381429732,0.096384,0.003958168409649465,193342.059406,0.00426963285226134,263067.199015,0.004874326882847058
17,2041.9999999999995,74151092.31977,0.019992499082567283,37953184.335966,0.008582312224713506,20801.668938,0.00866926588971939,0.610389,0.011225735694890604,0.610389,0.011225735694890604,0.096764,0.003942563081009265,194167.559014,0.0042696328493456726,264349.474535,0.004874326882261082
18,2043.0,75633557.964944,0.01999249908256262,38278910.41386,0.00858231222473016,20982.004136,0.008669265842923268,0.617241,0.011225628246904984,0.617241,0.011225628246904984,0.097147,0.003958083584804317,194996.583202,0.004269632848092009,265638.000285,0.004874326882119195
