,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT MediumA,AADT MediumB,AADT HeavyA,AADT HeavyB,GrowthFactor,GrowthFactor_medium,GrowthFactor_heavy,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,Min Speed,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Max VC,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,CaptureRateLights,CaptureRateMediumA,VOT Lights,VOT MediumA,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay,TransactionsLightsLength,TransactionsMediumALength,TotalVeh_hours,Difference in Travel Time,Implied Min VOT
0,0,2025,1NB,1,NB,Night,8,OP,NT,3.0,65,12000,1,6,70,1800,1,6,0.1,0.01,1830.0,226.0,0.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.13729977116704806,0.13729977116704806,30,4.103,0.739,1830.0,226.0,0.0,0.0,0.0,2056.0,2508.0,1.0,1.2,0.16076923076923078,2508.0,0.0,1.0,36.6,1703.73,214.7,0.0,0.0,0.0,1953.1999999999998,0.1753594827988433,0.8767974139942165,,0.13729959352173274,0.13729972695062673,135.68214888570762,678.410744428538,64.99762706223386,69.99559765188631,0.0,2.571590300510123,2.769331868495042,-0.19774156798491882,0.00013850599205325853,233.9214364707817,1559.4785635292183,29.478251376299557,196.52174862370043,263.3996878470813,1756.0003121529187,14048.00249722335,322.3561905996804,0.179086772555378,2578.8495247974433,7736.54857439233,2149.0438094003193,17192.350475202555,51577.051425607664,2471.3999999999996,19771.199999999997,59313.59999999999,0.20594999999999997,0.52607844839653,2.6303922419826495,0.253860576819323,200.60039007266903,123.0610263452363,77.53936372743271,1604.8031205813522,984.4882107618904,620.3149098194617,1871.3714917662537,235.82601101039646,2107.1975027766503,5614.114475298761,707.4780330311894,16448.0,-0.07140407050325065,53.20868583753239
1,1,2025,1NB,1,NB,AM-Early,1,OP,AM,3.0,65,12000,1,6,70,1800,1,6,0.1,0.01,3467.0,429.0,0.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.13729977116704806,0.13729977116704806,30,4.155,0.739,3467.0,429.0,0.0,0.0,0.0,3896.0,4754.0,1.0,1.2,0.3047435897435897,4754.0,0.0,1.0,69.34,3227.7769999999996,407.54999999999995,0.0,0.0,0.0,3701.2,0.18213949288923467,0.9106974644461734,,0.13729928967331068,0.13729923279453682,142.91531894320784,714.5765947160392,64.89011074445901,69.79643226513396,-0.15716388198694287,2.5789283801246246,2.7739203699135353,-0.19499198978891075,0.00642475293538938,443.17148932384964,2954.4885106761503,55.956302325413475,373.0436976745865,499.12779164926314,3327.5322083507367,3327.5322083507367,611.04039630009,0.33946688683338333,611.04039630009,1833.1211889002702,4073.61960369991,4073.61960369991,12220.85881109973,4684.66,4684.66,14053.98,0.39038833333333334,0.546418478667704,2.73209239333852,0.26381679237064143,395.03487892785125,242.15709098523854,152.8777879426127,395.03487892785125,242.15709098523854,152.8777879426127,443.17148932384964,55.956302325413475,499.12779164926314,1329.514467971549,167.86890697624042,3896.0,-0.07029473228713799,56.045223114983465
2,2,2025,1NB,1,NB,AM-Peak,2,Peak,AM,3.0,65,12000,1,6,70,1800,1,6,0.1,0.01,4855.0,600.0,0.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.13729977116704806,0.13729977116704806,30,4.155,0.739,4855.0,600.0,0.0,0.0,0.0,5455.0,6655.0,1.0,1.2,0.4266025641025641,6655.0,0.0,1.0,97.10000000000001,4520.004999999999,570.0,0.0,0.0,0.0,5182.25,0.22711774825122247,1.1355887412561123,,0.11108107090455095,0.11114521069596718,157.0819905626828,785.4099528134141,64.03603270521148,69.50607638690762,0.4382620745348628,2.5897016398685015,2.810917422517822,-0.2212157826493204,0.05711071500326168,502.0869958939247,4255.813004106075,63.35277009670129,536.6472299032987,565.439765990626,4792.460234009373,9584.920468018747,692.1453061840286,0.38452517010223813,1384.2906123680573,4152.871837104172,5865.754693815971,11731.509387631942,35194.528162895826,6557.9,13115.8,39347.399999999994,0.5464916666666666,0.6813532447536674,3.406766223768337,0.3289042822395568,557.9266811485496,342.09860380094693,215.8280773476027,1115.8533622970992,684.1972076018939,431.6561546952054,1004.1739917878494,126.70554019340258,1130.879531981252,3012.5219753635483,380.1166205802077,10910.0,-0.07869878384800465,61.600780612816784
3,3,2025,1NB,1,NB,AM-Shoulder,1,OP,AM,3.0,65,12000,1,6,70,1800,1,6,0.1,0.01,4132.0,511.0,0.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.13729977116704806,0.13729977116704806,30,4.155,0.739,4132.0,511.0,0.0,0.0,0.0,4643.0,5665.0,1.0,1.2,0.3631410256410256,5665.0,0.0,1.0,82.64,3846.892,485.45,0.0,0.0,0.0,4410.849999999999,0.18462975322152061,0.9231487661076031,,0.132114460635089,0.1321570327726161,145.44834360672894,727.2417180336448,64.67580666095078,69.52770368963571,-0.10317733289817044,2.5888960867095636,2.7831117892910386,-0.19421570258147502,0.019016997482568625,508.2300617014388,3541.1299382985612,64.15563155946649,446.8443684405335,572.3856932609053,3987.9743067390946,3987.9743067390946,700.6969563798382,0.3892760868776879,700.6969563798382,2102.0908691395143,4881.663043620161,4881.663043620161,14644.989130860484,5582.36,5582.36,16747.079999999998,0.46519666666666665,0.5538892596645618,2.7694462983228094,0.2674063743848723,459.178748954011,281.5031726150845,177.67557633892648,459.178748954011,281.5031726150845,177.67557633892648,508.2300617014388,64.15563155946649,572.3856932609053,1524.6901851043162,192.46689467839946,4643.0,-0.06978365128155666,57.038566120285864
4,4,2025,1NB,1,NB,MD,5,OP,MD,3.0,65,12000,1,6,70,1800,1,6,0.1,0.01,5636.0,697.0,0.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.13729977116704806,0.13729977116704806,30,4.136,0.763,5636.0,697.0,0.0,0.0,0.0,6333.0,7727.0,1.0,1.2,0.4953205128205128,7727.0,0.0,1.0,112.72,5247.115999999999,662.15,0.0,0.0,0.0,6016.349999999999,0.32415964169434225,1.6207982084717112,,0.0946461906339645,0.09475336425700286,170.16883130914562,850.844156545728,62.44921439128818,69.47425305277419,0.6900300909619315,2.5908878770278827,2.882342103972255,-0.2914542269443725,0.1549625285958354,496.61954121452516,5026.6604587854745,62.74094014277444,634.2590598572256,559.3604813572996,5660.9195186427005,28304.597593213504,684.8423616428485,0.3804679786904714,3424.2118082142424,10272.635424642727,6929.437638357151,34647.18819178575,103941.56457535726,7614.279999999999,38071.399999999994,114214.19999999998,0.6345233333333332,0.9724789250830268,4.862394625415133,0.46959773647642034,788.0232477592464,482.95203761552733,305.07121014371904,3940.1162387962318,2414.7601880776365,1525.3560507185953,2483.097706072626,313.7047007138722,2796.802406786498,7449.293118217878,941.1141021416167,31665.0,-0.10111715279831265,66.73287502319435
5,5,2025,1NB,1,NB,PM-Shoulder,1,OP,PM,3.0,65,12000,1,6,70,1800,1,6,0.1,0.01,7121.0,880.0,0.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.13729977116704806,0.13729977116704806,30,4.135,0.753,7121.0,880.0,0.0,0.0,0.0,8001.0,9761.0,1.0,1.2,0.6257051282051282,9761.0,0.0,1.0,142.42000000000002,6629.651,836.0,0.0,0.0,0.0,7600.95,0.7945028737714341,3.972514368857171,,0.07875250163401233,0.07909861988159916,180.64415798408825,903.2207899204412,54.95245773933649,69.16056102587068,1.315138451054655,2.6026393847885063,3.2755586811752555,-0.6729192963867492,0.6936692393639465,522.1016012104315,6456.478398789568,66.1264462210169,813.8735537789831,588.2280474314483,7270.3519525685515,7270.3519525685515,720.4809398734822,0.4002671888186012,720.4809398734822,2161.4428196204462,8898.099060126518,8898.099060126518,26694.297180379555,9618.58,9618.58,28855.74,0.8015483333333333,2.383508621314302,11.917543106571513,1.1517633055668957,2032.498441010417,1244.433667687065,788.0647733233519,2032.498441010417,1244.433667687065,788.0647733233519,522.1016012104315,66.1264462210169,588.2280474314483,1566.3048036312944,198.3793386630507,8001.0,-0.20543649553709378,70.8408462682699
6,6,2025,1NB,1,NB,PM-Peak,3,Peak,PM,3.0,65,12000,1,6,70,1800,1,6,0.1,0.01,6508.0,804.0,0.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.13729977116704806,0.13729977116704806,30,4.135,0.753,6508.0,804.0,0.0,0.0,0.0,7312.0,8920.0,1.0,1.2,0.5717948717948718,8920.0,0.0,1.0,130.16,6058.947999999999,763.8,0.0,0.0,0.0,6946.4,0.5301390031650212,2.650695015825106,,0.08363681242196039,0.08384588794006528,176.48954249555817,882.447712477791,58.90909018041916,69.33812491465467,1.6838879178220036,2.595974440058111,3.0555555933510297,-0.4595811532929188,0.3922650090447566,506.751097350412,5871.088902649588,64.04148920862185,739.9585107913781,570.7925865590339,6611.047413440966,19833.142240322897,698.8755649762776,0.38826420276459866,2096.626694928833,6289.880084786499,8090.964435023722,24272.893305071168,72818.6799152135,8789.84,26369.52,79108.56,0.7324866666666667,1.5904170094950634,7.952085047475318,0.7680600417330363,1315.2089335603177,805.945564806384,509.2633687539338,3945.6268006809532,2417.836694419152,1527.7901062618014,1520.253292051236,192.12446762586558,1712.3777596771015,4560.759876153708,576.3734028775967,21936.0,-0.15040837558085332,69.21158529237576
7,7,2025,1NB,1,NB,PM-Late,3,OP,PM,3.0,65,12000,1,6,70,1800,1,6,0.1,0.01,5882.0,727.0,0.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.13729977116704806,0.13729977116704806,30,4.135,0.753,5882.0,727.0,0.0,0.0,0.0,6609.0,8063.0,1.0,1.2,0.5168589743589743,8063.0,0.0,1.0,117.64,5476.142,690.65,0.0,0.0,0.0,6278.549999999999,0.3636853992766405,1.8184269963832025,,0.09109241886718825,0.09122009036827257,170.47738368671924,852.3869184335961,61.67602235292077,69.44241197213472,0.8021219729585181,2.5920758638428185,2.9184761457217387,-0.32640028187892023,0.20446616579262777,498.83502084020193,5265.524979159798,63.001155412847446,663.9988445871526,561.8361762530494,5929.52382374695,17788.57147124085,687.8384870787443,0.3821324928215246,2063.515461236233,6190.546383708699,7257.521512921256,21772.564538763767,65317.693616291304,7945.36,23836.08,71508.24,0.6621133333333333,1.0910561978299216,5.455280989149608,0.526811957014648,887.9460466004871,544.2570411823204,343.6890054181666,2663.8381398014612,1632.7711235469615,1031.0670162544998,1496.5050625206059,189.00346623854233,1685.5085287591482,4489.515187561818,567.0103987156269,19827.0,-0.11183928378424401,66.85387595557617
8,8,2025,1SB,1,SB,Night,8,OP,NT,3.0,65,12000,1,6,70,1800,1,6,0.1,0.01,1785.0,221.0,0.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.13729977116704806,0.13729977116704806,30,4.103,0.739,1785.0,221.0,0.0,0.0,0.0,2006.0,2448.0,1.0,1.2,0.15692307692307692,2448.0,0.0,1.0,35.7,1661.8349999999998,209.95,0.0,0.0,0.0,1905.6999999999998,0.17536705780967712,0.8768352890483856,,0.13729965608547728,0.13729970962302696,135.68235020910228,678.4117510455114,64.99794795075483,69.99619430264076,0.0,2.5715683801570495,2.7693181965740754,-0.19774981641702594,0.00011977546032944237,228.16937397080912,1521.1306260291908,28.82607403535451,192.1739259646455,256.99544800616366,1713.3045519938364,13706.436415950691,314.6475960768727,0.17480422004270704,2517.1807686149814,7551.542305844944,2097.652403923127,16781.219231385017,50343.65769415505,2412.2999999999997,19298.399999999998,57895.2,0.20102499999999998,0.5261011734290314,2.630505867145157,0.25404773221077087,195.86733226337088,120.04017538661017,75.82715687676071,1566.938658106967,960.3214030928814,606.6172550140857,1825.354991766473,230.60859228283607,2055.9635840493092,5476.064975299419,691.8257768485082,16048.0,-0.07140740152636209,53.208764787883254
9,9,2025,1SB,1,SB,AM-Early,1,OP,AM,3.0,65,12000,1,6,70,1800,1,6,0.1,0.01,7354.0,909.0,0.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.13729977116704806,0.13729977116704806,30,4.155,0.739,7354.0,909.0,0.0,0.0,0.0,8263.0,10081.0,1.0,1.2,0.6462179487179487,10081.0,0.0,1.0,147.08,6846.574,863.55,0.0,0.0,0.0,7849.849999999999,0.9265138273408041,4.632569136704021,,0.07767806019112594,0.0781009222731902,181.55752923017346,907.7876461508672,53.134684872758235,69.04919600232476,1.3887603925430838,2.606837015074581,3.387617719594018,-0.7807807045194366,0.8471901219976503,531.8285872749979,6675.091412725003,67.44405142901338,841.5559485709866,599.2726387040112,7516.647361295989,7516.647361295989,734.1607415620381,0.4078670786455767,734.1607415620381,2202.482224686114,9199.759258437964,9199.759258437964,27599.27777531389,9933.920000000002,9933.920000000002,29801.760000000006,0.8278266666666668,2.7795414820224122,13.897707410112062,1.3436050955555627,2415.5573129692116,1478.2396196562333,937.3176933129783,2415.5573129692116,1478.2396196562333,937.3176933129783,531.8285872749979,67.44405142901338,599.2726387040112,1595.4857618249935,202.33215428704017,8263.0,-0.23048075938539125,71.19903107065626
